Loan_ID,Loan_Amount,Property_Value,FICO,DTI,Interest_Rate,Income,Employment_Status,Region,LTV,PD_base,LGD
55,353099.9522495951,174010.30350371485,633.7328903287003,0.3039129651519705,0.06073433791687982,96246.8058646069,1,West,2.0291899108264984,0.060345571414438755,0.45
56,343128.01191161986,185416.38230899672,726.0124966283518,0.22104373932457239,0.0637597383791258,80520.8284390706,1,Midwest,1.8505808798480192,0.04705855113700588,0.45
57,166078.24767773616,405122.30173463805,686.6455043665088,0.28641006701725136,0.06288864215852125,54142.29601849071,1,South,0.4099459520412189,0.00842250602360118,0.1
58,219078.76241487855,322334.990662266,599.0818729608753,0.15400322552837575,0.06608776660307233,76198.22273339503,1,Northeast,0.6796617455795342,0.01559588774047729,0.12788161095283698
59,283126.3431403564,303378.530647133,728.682268911537,0.4729742438130363,0.06741134320014802,113985.5654722079,1,South,0.9332444933938572,0.029482191108760318,0.21663557268785
60,347554.5127122359,269133.1949213177,613.6235121520704,0.24500689692509497,0.03371409791173069,89056.13326513907,1,South,1.2913847837084722,0.03686064378065445,0.3419846742979653
61,202082.576215471,283377.33854230976,708.3892815110927,0.44688913051370494,0.059504119599294664,99008.60674762516,1,South,0.7131218651956497,0.022849757100863052,0.1395926528184774
62,231434.1023336183,445629.4153385767,714.3099355403832,0.3230467604575594,0.04970391800430441,81509.53416886763,1,West,0.5193420684713579,0.011786635695423953,0.1
63,139366.50259939718,279770.7101758368,753.1346249017026,0.3651891305724767,0.04752575754009564,58212.07484968126,1,South,0.49814543671067235,0.010895197079134108,0.1
64,130379.33759193293,159072.23440381174,806.901087188011,0.2808960161319255,0.060604146322087056,82841.10855384532,1,West,0.8196234753386272,0.014479490546035284,0.17686821636851954
65,331252.5822394198,409238.2130648208,618.1194204459675,0.33663437535693397,0.03769704520104249,59326.322977519456,1,Midwest,0.8094370751906089,0.02584251624769725,0.17330297631671313
66,385624.0028570823,295414.8003362339,696.851568636217,0.37203917119907487,0.037488913941276805,57411.32479189346,1,Northeast,1.3053645329149874,0.038199924403601766,0.3468775865202456
67,242798.98784196662,323767.50386393315,683.4198822973469,0.3731641931515346,0.061335727440817174,126169.09826608229,1,Midwest,0.7499177185614204,0.02225310516803665,0.15247120149649715
68,350353.2897892024,512909.39676794125,726.0249811576577,0.38198187120594856,0.05987786017510898,77397.41985197351,1,Midwest,0.6830705227802931,0.01847014147376385,0.1290746829731026
69,286163.6025047634,317532.73311793915,712.9401262560172,0.2905333831968659,0.056367326558715104,67755.45823619899,1,Northeast,0.9012097735400258,0.022010622221274555,0.20542342073900904
70,185488.02453948758,354702.040774247,678.8472254358028,0.2815712262006916,0.046200865952768636,138538.79053142716,1,South,0.522940392828309,0.012008699561086791,0.1
71,286139.5605508414,178529.18104420096,673.5458686833487,0.1924658939785917,0.062438296345821244,114449.55106212726,1,South,1.6027607300791786,0.041104164227351594,0.45
72,403803.6566465969,293639.6657178848,633.0129486889572,0.36185752089415496,0.06180302892060476,78854.72323494486,1,West,1.375167267199359,0.043078671417299104,0.3713085435197756
73,246417.39608900485,393143.12542503217,759.2716949443906,0.40659029690587545,0.05585304515047454,102829.08976657105,1,South,0.626788007096906,0.01610366734192267,0.1093758024839171
74,406464.36558140063,133355.1519390509,727.5522508959717,0.44927853439343435,0.043226789587302285,82926.35045217891,1,Northeast,3.0479839711567536,0.08,0.45
75,80000.0,344101.41117388516,755.0660918677082,0.3444138107664406,0.05074751654270493,69219.609621612,1,Midwest,0.23248960161797624,0.005,0.1
76,332190.25043752237,332094.9287173768,681.3762318114692,0.25868161816731444,0.06337833677524443,104240.73673455013,1,South,1.0002870315440038,0.025287064082439234,0.24010046104040134
77,258704.70682381713,324954.4946704927,660.5898718783342,0.18423230853684358,0.06827191222801787,80270.94344039391,0,West,0.796125953223532,0.017223577344262993,0.16864408362823619
78,220099.26495341325,444459.0678389892,635.3010960022464,0.40333333864666804,0.05173463396623672,92264.9402699821,1,Midwest,0.4952070525269313,0.018224490321562342,0.1
79,259176.07765355022,360132.6217818226,721.5350550244395,0.17629787465779717,0.05250327032191738,120640.89704699014,1,Midwest,0.7196684276232149,0.011565215063786357,0.14188394966812523
80,80000.0,497368.62780277326,637.6124065283059,0.29275167378049866,0.053383108919749386,117336.3931138613,1,West,0.16084649398458487,0.005,0.1
81,228032.8112162488,200769.25812871568,810.919784137993,0.3020554537645083,0.057748930089109723,73497.20124431771,1,Midwest,1.135795456643338,0.02461009264298082,0.28752840982516825
82,285711.25715117465,336310.94806620176,621.5414451343936,0.3144435889719185,0.04918932699939976,104580.94806861258,1,West,0.8495449190519164,0.025987018873714553,0.18734072166817076
83,397789.4044741516,330136.0143667937,716.4196071527501,0.3228642080028672,0.03,56164.31261562732,1,West,1.2049258098578497,0.03224136225821267,0.3117240334502474
84,198172.97817263525,191689.4607493904,794.0112824328272,0.331051804509406,0.06692769001647096,103512.42483947115,1,Northeast,1.0338230250004263,0.02355619880874767,0.2518380587501492
85,169150.63971068122,434755.40025096154,735.9453855558286,0.15,0.07294688947162549,94454.85917403316,1,Northeast,0.3890708191618538,0.005,0.1
86,199824.29564154634,598960.7967023381,710.5404227495068,0.32117247278961014,0.048876001403942874,101369.38087090293,1,South,0.3336183215023533,0.006328427419179668,0.1
87,341540.2117702074,317959.2710619403,641.8909811822863,0.15,0.04433346631081226,81076.65736067302,1,Northeast,1.0741634003295768,0.02513035295077299,0.2659571901153519
88,282875.11096596846,380602.53059285204,617.0938486859377,0.3785774458472796,0.053628994776097776,152522.13820957468,1,Midwest,0.7432297166425647,0.025585296898871235,0.15013040082489765
89,197023.97962329612,330142.2170978393,746.2030065350551,0.27558998753571107,0.05312496116271227,62961.008771390574,1,South,0.5967851714187377,0.010617004317237815,0.1
90,301326.7433113356,234369.83961113892,790.3688344464967,0.15,0.06495518577162959,119146.55132905385,0,South,1.2856890793256082,0.024052230657443406,0.3399911777639628
91,259707.75493480405,101508.76666375806,673.6690005713098,0.25486362580916994,0.05554639441645038,59049.05040695005,1,West,2.5584761146302863,0.0722653784427099,0.45
92,346864.49905328895,235307.18202855618,631.6563095430189,0.2743939728652277,0.047073771696288166,105130.32523887964,1,Northeast,1.4740922740351992,0.04261571165851414,0.4059322959123197
93,179794.69061226476,152964.99428579226,580.0,0.41525596940440035,0.041815905494419506,107273.69931755349,1,West,1.175397622519733,0.041872167451768,0.3013891678819065
94,217233.78534022317,524492.2493670941,641.1541093802477,0.3357310193400196,0.06365634184819674,91649.27614686856,1,South,0.4141792097068348,0.01279691159579344,0.1
95,210789.18468678423,306186.8367292113,693.1805894500576,0.34755559554804644,0.060995112411642495,75140.26768368887,1,West,0.6884332028721539,0.018896190435583597,0.13095162100525387
96,103648.50518678816,278489.68051433953,795.947394450204,0.41449773073764806,0.06560559878091819,94234.04672235897,1,Midwest,0.37218077522786797,0.006947962763831764,0.1
97,279612.0277064576,426698.45897453674,740.3880215339781,0.31230845696604087,0.045318132492789064,98010.31000290523,1,Midwest,0.6552918620293012,0.014131693062821766,0.11935215171025544
98,276105.5272179889,185389.86765729345,718.3051242824051,0.3803350368825923,0.07338436899528329,143698.09458918846,1,South,1.4893237192897182,0.04297785683987498,0.41126330175140136
99,250511.3456642461,227976.3154394537,675.9928203219322,0.37470888911455935,0.03756305492942763,63829.79144099112,1,Midwest,1.0988481201714013,0.0331541581536278,0.27459684205999046
100,226541.2866624853,328168.6723098345,665.0100569646427,0.21708244051444703,0.0620960102140148,73322.59511057995,1,Northeast,0.6903196611302387,0.015142384606252906,0.13161188139558355
101,108462.92579495857,443452.2789708177,784.3388558504778,0.43783868621038635,0.03590417232803098,98542.0667120801,1,South,0.2445875936113888,0.005,0.1
102,207935.4677234641,380202.2054202546,712.0443124455034,0.20637585759434446,0.047096686183015324,82318.38628814244,1,Northeast,0.5469075790699942,0.008060046053598438,0.1
103,215728.54834732306,349799.0171019059,580.0,0.39338933195822784,0.07061022930447959,86998.768868082,1,Midwest,0.616721425161911,0.02423721603318644,0.10585249880666886
104,169772.27307783812,329374.12822832196,659.5876211261655,0.1986341570475494,0.0633136425447599,122110.55506091283,1,West,0.5154390054587168,0.009429155389355206,0.1
105,233871.42883339908,368028.302663213,648.5070380937024,0.36809894305213386,0.04953779584512818,40000.0,1,Northeast,0.6354713133229255,0.020362745217088005,0.11241495966302394
106,290405.0856814538,344198.34861551056,667.2241594493521,0.4689531902520138,0.04981162957178312,72061.51964946566,1,Northeast,0.8437143491523635,0.029708350112183857,0.18530002220332725
107,438618.59012105304,196403.3270267677,733.7746396171051,0.3029617074759831,0.056006221108354425,40000.0,1,Midwest,2.2332543789407087,0.06142736768640532,0.45
108,267457.7812831839,325529.50659597816,693.553307092345,0.2994915485717483,0.060141409907607225,54125.506892877886,1,Northeast,0.8216084129514306,0.020950248976795604,0.17756294453300073
109,275755.03907227644,191157.3609298697,695.3880755797803,0.36883519994534797,0.06751579382682697,162138.7347621741,1,Northeast,1.4425551688456468,0.04226065928419431,0.39489430909597634
110,242555.40842338328,329729.9051480988,778.8083896795142,0.29364828352299654,0.050437659953915054,107945.04401858269,1,West,0.7356184702580709,0.01387406596468628,0.14746646459032484
111,80000.0,262322.247021411,658.2123346127987,0.4654622962994257,0.03888214936512799,118546.94775174312,1,South,0.3049684154065298,0.013856927583532986,0.1
112,247348.6124550783,624725.7947339434,811.851971553241,0.33537537995669564,0.0565696862704876,87584.11050640706,1,Midwest,0.39593148632580233,0.005,0.1
113,256023.02099410264,315212.67394979455,659.7215445177349,0.29438643934234193,0.05042569162491605,112761.41474495729,1,West,0.8122231183980904,0.022156073899749645,0.17427809143933165
114,496324.2112485286,151491.25204860934,705.3518917967543,0.2767771577683453,0.041993662952515526,40000.0,1,West,3.276256579418011,0.08,0.45
115,230763.90352188775,303898.37471876905,683.127784275834,0.24536412238615835,0.057976689153127946,121148.95235308803,1,South,0.7593456323530497,0.017438544652246125,0.15577097132356743
116,280154.73423336126,382323.0494765466,707.4051480100577,0.26977960105940085,0.05286886245907211,65404.676443203,1,South,0.732769668522293,0.016404016697541938,0.14646938398280254
117,246528.82302947566,520803.6735383028,726.6755197043877,0.2919461285073123,0.058065122064697945,74060.5254202226,1,Midwest,0.47336229668768753,0.00854493805570373,0.1
118,133132.1962380468,249265.71200735378,726.0301144053326,0.2809888741201136,0.046055557998128195,105154.53211363957,1,Midwest,0.5340975105076593,0.009960974559767691,0.1
119,364282.28145150206,130108.64311716321,654.8129601627652,0.2673459780690317,0.05986710530325499,99493.40275746645,1,Midwest,2.7998315309726562,0.08,0.45
120,325193.30326867744,418020.4413717177,632.6251193531458,0.48790729842819514,0.04182901803245022,92538.60145180646,1,West,0.7779363664646838,0.030223126963411028,0.16227772826263934
121,329103.1947043047,154328.15529204186,820.0,0.2375923938808408,0.04672268610303417,49107.11539259044,1,Northeast,2.1324896554457506,0.05147838541860615,0.45
122,159061.2545205261,267661.3470191018,670.9609396239669,0.331730607011694,0.052570857689127226,92994.41006464926,1,South,0.5942630726922801,0.016549069480037818,0.1
123,390279.4310936099,289085.54173868074,741.9527463203192,0.36740168078086977,0.07241818414959714,118816.84060449686,1,Midwest,1.3500482547356294,0.037099877557287705,0.36251688915747027
124,109814.89372077191,311643.985603987,603.5415213686082,0.3704086396466986,0.06284825368548494,74025.38711700618,1,Midwest,0.3523728959759748,0.01421045639671678,0.1
125,308685.709380027,402699.73484892026,683.2232368057194,0.31531143393740224,0.0657719250426779,129448.11136020887,1,West,0.7665406323047016,0.020447514486351168,0.15828922130664558
126,469045.5625809978,237963.8861256335,692.3680369610535,0.30074379425221526,0.06917077033343144,63819.24192257972,1,Midwest,1.9710787641674514,0.05554371284705947,0.45
127,150946.36748693115,287152.4897399887,728.36890419567,0.35612379929916055,0.08,90196.43675155121,1,West,0.5256662326821903,0.01259649374264863,0.1
128,193370.2270397228,318287.5576460734,580.0,0.34132173199825605,0.05541589067558434,136059.83200129837,1,Northeast,0.6075331014187647,0.021878862322493184,0.10263658549656766
129,259965.13650876412,337951.75490225456,709.9684367846999,0.2992832932185989,0.06920400923129856,69558.0026190117,1,West,0.7692374214300309,0.018550032532409895,0.15923309750051085
130,199652.43458838007,331739.2609649507,631.0155126779264,0.19504971426204554,0.06512635254401941,121619.56450131221,1,South,0.6018354113638481,0.013306275277500943,0.10064239397734685
131,94933.65689338674,372320.6930267096,719.4607426716955,0.2825661022133402,0.06496032503307526,149239.57086665428,1,West,0.25497819130503274,0.005,0.1
132,256856.29748060272,421260.74115700845,637.8202481897102,0.2282759869034034,0.07274239618040182,95131.32206772451,1,Northeast,0.6097323400588843,0.014531997268417154,0.10340631902060952
133,143769.6286273895,367116.09387811617,648.6710382444651,0.2666272359946939,0.050806869690155236,74189.49037850079,1,Northeast,0.3916189756451307,0.008980106796918425,0.1
134,297359.24306351814,374430.26282110624,683.5823433764039,0.32265785908135675,0.05001314976063621,66817.83591149929,1,South,0.794164555031144,0.021552133845368394,0.1679575942609004
135,158057.5765766197,130133.21999042269,636.8602318238082,0.3486988915197293,0.058197655134818616,129138.08110041976,1,West,1.2145828450894562,0.037542429422282454,0.31510399578130965
136,404993.44050175394,326027.3238998817,671.4679331958787,0.46243622010339247,0.05317300228078113,128300.82598018946,1,South,1.2422070507995877,0.04119026366832939,0.3247724677798557
137,171674.6707663763,377540.905760193,628.3974538874011,0.2770074896876949,0.05818500852998173,133479.27368606027,1,Northeast,0.4547180666971776,0.012301968894053071,0.1
138,217793.84837943246,407472.943348454,590.0097728980763,0.3819700508220121,0.07062748785053011,89014.84948032159,0,West,0.5344989205655899,0.020813281004944364,0.1
139,331351.721736967,236917.9070919447,761.0774231457616,0.34447680195502695,0.05021853277293722,121134.20824581315,0,Midwest,1.3985929801767738,0.03668299032621621,0.37950754306187084
140,126913.56835660448,240915.2870133626,622.2370784305643,0.4236798136511832,0.0519532103740627,88534.81826621789,1,Northeast,0.5267974893995211,0.020639263306504743,0.1
141,272745.99346041295,251107.9189659682,689.279146743521,0.3660982975676501,0.05674311003526577,63508.34635174923,1,Northeast,1.0861704186134302,0.03176508712393286,0.2701596465147006
142,380714.2754282428,384369.6679869612,745.1734648896271,0.2393214858170947,0.052716815739748304,123725.30355337058,1,South,0.990489903696453,0.02102888329909602,0.23667146629375854
143,89251.67654387726,444065.72659090505,663.1033538490374,0.1821563176567015,0.03585994171986513,139016.10834834614,1,Northeast,0.20098753675286507,0.005,0.1
144,268463.38585323043,271104.78712500783,650.4900460152677,0.3449009359734004,0.049198723573010604,59381.94081656041,1,South,0.9902568991872525,0.029979242113790206,0.23658991471553836
145,275988.27942484233,428955.4776352459,713.5742853200453,0.27772392016796876,0.061873732422375045,58817.0711129799,1,West,0.6433960954323649,0.013732125403687429,0.11518863340132772
146,328182.28717773105,334817.57709975133,767.0760293636291,0.24157490032395224,0.06937546750932647,91199.45802690374,1,Midwest,0.9801823728028369,0.01971466572886174,0.23306383048099294
147,126304.92891219181,305085.7067405076,629.8410840948119,0.2185937836373538,0.04345381432462273,118683.85817223,1,Midwest,0.41399818517103193,0.008671642695884513,0.1
148,117954.33869157237,294633.8924218437,690.9911300789537,0.33287803980697245,0.04340717600769157,55985.424187381395,1,South,0.400342057466663,0.009775826812331105,0.1
149,302194.15656168974,409593.3637522588,596.0503243019604,0.4406166159450692,0.05530233802717335,96810.47210867718,1,Midwest,0.7377906560626575,0.028955868104584472,0.14822672962193012
150,279698.4673233186,359069.3380144484,676.4079397790686,0.28730621234351666,0.034244049351221634,72287.19137820744,1,Midwest,0.778953917006592,0.020040469014984998,0.1626338709523072
151,275049.28503458766,593099.0513177165,702.0522810722845,0.3672216248860258,0.05055029797012873,111024.87299475007,1,Northeast,0.46374932555278503,0.012498730708410358,0.1
152,284644.8209496976,217733.04284032108,648.722521494696,0.3118186919825926,0.03763957940448606,66063.39535512328,1,Northeast,1.3073110871759028,0.03825595421984599,0.347558880511566
153,181997.5278421509,382172.2042435971,672.5804899704862,0.2168494328717286,0.06869061299842465,113154.09000822538,1,West,0.4762186412859723,0.008331512054924006,0.1
154,273225.36971610034,256495.87882261846,615.506393901553,0.3787849074808334,0.04730668845649596,85253.55567546876,1,Northeast,1.0652232346588746,0.03533277364392193,0.2628281321306061
155,279307.24732986814,215685.56156136276,704.6247166828896,0.2324246364778103,0.07152834186339027,61885.78428956872,1,Northeast,1.2949742454151478,0.031914976987422364,0.3432409858953017
156,178564.8581973632,318695.94355580333,763.341654932989,0.32173013044748516,0.06613521353458339,91910.69866280665,1,Northeast,0.5602984970723253,0.010511077383419718,0.1
157,436577.45111447567,336482.2975288443,634.1713678137721,0.2926783667995756,0.048536827023025836,40000.0,1,Northeast,1.2974752440789277,0.03792282360366225,0.34411633542762465
158,297383.29209117877,670180.826607211,662.639694006857,0.39144619476525533,0.04428040363153923,73227.1628368518,1,Midwest,0.4437358997521326,0.014837940082831343,0.1
159,130869.65027973514,297902.5021180158,730.1527747872509,0.23534792060234505,0.05306454250832411,100122.03210973984,1,Midwest,0.4393036290372962,0.005085386955850141,0.1
160,315655.360863383,184378.55246183797,772.7254431593642,0.3512695926241568,0.05395353375741797,40000.0,1,Midwest,1.7119960898310893,0.04577439424193074,0.45
161,152531.83297726786,352761.2860993263,610.4086112674642,0.2528162074121039,0.058461469439524016,40000.0,1,Northeast,0.4323939133568069,0.011564035133815157,0.1
162,328708.4603742452,100000.0,689.8729157550431,0.2791115830136972,0.047234567104698214,40000.0,1,Midwest,3.2870846037424517,0.08,0.45
163,365859.5579007404,308965.1860874881,716.9878493391715,0.15,0.06246394873522203,129813.8566650111,1,West,1.1841449275684472,0.02467495536009484,0.3044507246489565
164,167931.76816482894,321923.03387541923,693.8766165622691,0.4873678857294327,0.05765328054999899,87697.22961711812,1,West,0.5216519182961501,0.019450442149948354,0.1
165,346337.61292443215,415352.04595342535,580.0,0.3640445546260985,0.05159604843284136,74026.03817978439,1,Northeast,0.833841114540382,0.0295770156212554,0.18184439008913372
166,291278.0926936498,436834.66993134166,730.0654005585263,0.25861220112494687,0.04787959344581977,118354.64207000489,1,Midwest,0.66679252528063,0.012844993775490459,0.12337738384822053
167,332206.015999449,259571.64573107392,791.1601810654387,0.23002754493336047,0.05315115016901314,77866.50952592667,1,West,1.2798239771674718,0.027037812059086636,0.3379383920086151
168,439679.29826539475,301926.31824440806,706.9997050701702,0.28034809976965275,0.046830987481724304,98053.85699600197,1,South,1.4562470102704868,0.0385513490453922,0.39968645359467037
169,225461.18839971296,228065.50032671948,638.1336368023442,0.3773503627855561,0.05558438694883588,90772.66052769788,1,Northeast,0.9885808597824938,0.03184475846477985,0.2360033009238728
170,174626.38356425104,184632.49342307672,669.212365218143,0.16863320595320597,0.055854386852199095,75870.01737741067,1,West,0.9458052606379682,0.02065886779636014,0.2210318412232889
171,161048.55703744767,357187.37352567614,806.1947840593356,0.30867324645645294,0.057617072834763396,98824.37651667318,0,West,0.45087975940412356,0.005,0.1
